ID;Semester;HZBNote;Art
2381;4030;2;allgemeine Hochschulreife
1303;4030;1;allgemeine Hochschulreife
1675;4030;3;allgemeine Hochschulreife
2264;4030;3;allgemeine Hochschulreife
148;4031;2;allgemeine Hochschulreife
1616;4033;2;allgemeine Hochschulreife
1953;4034;2;allgemeine Hochschulreife
280;4034;3;allgemeine Hochschulreife
2237;4034;3;allgemeine Hochschulreife
1596;4031;2;allgemeine Hochschulreife
54;4031;2;allgemeine Hochschulreife
2695;4032;3;allgemeine Hochschulreife
1477;4032;3;allgemeine Hochschulreife
1565;4032;3;allgemeine Hochschulreife
1203;4032;3;allgemeine Hochschulreife
777;4032;2;allgemeine Hochschulreife
2072;4032;3;allgemeine Hochschulreife
1055;4032;3;allgemeine Hochschulreife
2424;4032;;Studiengenehmigung (ohne Hochschulreife)
698;4036;3;allgemeine Hochschulreife
660;4036;3;allgemeine Hochschulreife
2132;4036;3;allgemeine Hochschulreife
593;4036;2;allgemeine Hochschulreife
1586;4036;3;allgemeine Hochschulreife
2463;4036;2;allgemeine Hochschulreife
1466;4036;3;allgemeine Hochschulreife
356;4036;4;allgemeine Hochschulreife
82;4036;3;allgemeine Hochschulreife
1928;4035;2;allgemeine Hochschulreife
769;4035;2;allgemeine Hochschulreife
2119;4035;2;allgemeine Hochschulreife
878;4035;3;allgemeine Hochschulreife
2603;4035;2;allgemeine Hochschulreife
2355;4037;2;allgemeine Hochschulreife
2340;4033;3;allgemeine Hochschulreife
197;4033;1;allgemeine Hochschulreife
1729;4033;2;allgemeine Hochschulreife
889;4033;2;allgemeine Hochschulreife
1370;4033;3;allgemeine Hochschulreife
2546;4033;3;allgemeine Hochschulreife
2604;4033;3;allgemeine Hochschulreife
1387;4031;3;allgemeine Hochschulreife
2047;4031;4;allgemeine Hochschulreife
885;4031;3;allgemeine Hochschulreife
2723;4011;2;allgemeine Hochschulreife
2741;4011;3;allgemeine Hochschulreife
119;4011;4;allgemeine Hochschulreife
2500;4011;3;allgemeine Hochschulreife
1774;4035;2;allgemeine Hochschulreife
2623;4011;;allgemeine Hochschulreife
272;4012;3;allgemeine Hochschulreife
269;4012;3;allgemeine Hochschulreife
2652;4012;3;allgemeine Hochschulreife
570;4012;2;allgemeine Hochschulreife
1039;4012;3;allgemeine Hochschulreife
2612;4012;3;allgemeine Hochschulreife
388;4012;3;allgemeine Hochschulreife
624;4012;3;allgemeine Hochschulreife
424;4012;;Studiengenehmigung (ohne Hochschulreife)
329;4012;3;allgemeine Hochschulreife
2505;4014;4;allgemeine Hochschulreife
2503;4014;2;allgemeine Hochschulreife
866;4015;3;allgemeine Hochschulreife
190;4015;3;allgemeine Hochschulreife
1003;4015;3;allgemeine Hochschulreife
2327;4015;2;allgemeine Hochschulreife
1914;4020;3;allgemeine Hochschulreife
941;4015;2;allgemeine Hochschulreife
842;4015;3;allgemeine Hochschulreife
586;4015;2;allgemeine Hochschulreife
1837;4015;3;allgemeine Hochschulreife
780;4015;2;allgemeine Hochschulreife
2491;4015;2;allgemeine Hochschulreife
1866;4015;2;allgemeine Hochschulreife
1425;4015;3;allgemeine Hochschulreife
1688;4014;3;Fachhochschulreife
882;4014;3;allgemeine Hochschulreife
1076;4015;3;allgemeine Hochschulreife
1835;4015;2;allgemeine Hochschulreife
1507;4015;3;allgemeine Hochschulreife
2544;4015;2;allgemeine Hochschulreife
2647;4017;3;allgemeine Hochschulreife
2554;4017;3;allgemeine Hochschulreife
2379;4017;3;allgemeine Hochschulreife
1231;4017;2;allgemeine Hochschulreife
1897;4018;2;allgemeine Hochschulreife
1078;4018;3;allgemeine Hochschulreife
1457;4018;3;allgemeine Hochschulreife
2430;4018;3;allgemeine Hochschulreife
221;4018;3;allgemeine Hochschulreife
47;4018;3;allgemeine Hochschulreife
2140;4018;3;allgemeine Hochschulreife
2298;4018;3;allgemeine Hochschulreife
2180;4019;2;allgemeine Hochschulreife
2254;4019;3;allgemeine Hochschulreife
312;4019;3;allgemeine Hochschulreife
847;4019;2;allgemeine Hochschulreife
939;4019;1;allgemeine Hochschulreife
2696;4019;3;allgemeine Hochschulreife
947;4019;2;allgemeine Hochschulreife
2706;4019;;allgemeine Hochschulreife
1363;4019;2;allgemeine Hochschulreife
421;4023;2;allgemeine Hochschulreife
2107;4019;2;allgemeine Hochschulreife
1311;4019;2;allgemeine Hochschulreife
2437;4020;3;allgemeine Hochschulreife
1036;4020;3;allgemeine Hochschulreife
2670;4021;2;allgemeine Hochschulreife
1166;4021;2;allgemeine Hochschulreife
2454;4021;3;allgemeine Hochschulreife
923;4021;2;allgemeine Hochschulreife
412;4021;2;allgemeine Hochschulreife
883;4021;2;allgemeine Hochschulreife
1204;4021;3;allgemeine Hochschulreife
1613;4021;3;allgemeine Hochschulreife
2123;4021;4;allgemeine Hochschulreife
1917;4021;2;allgemeine Hochschulreife
530;4022;2;allgemeine Hochschulreife
843;4022;3;allgemeine Hochschulreife
1171;4022;4;allgemeine Hochschulreife
1933;4022;2;allgemeine Hochschulreife
2096;4022;3;allgemeine Hochschulreife
2059;4022;3;allgemeine Hochschulreife
430;4022;3;allgemeine Hochschulreife
1381;4022;3;allgemeine Hochschulreife
2570;4022;3;allgemeine Hochschulreife
1431;4022;3;allgemeine Hochschulreife
2250;4022;3;allgemeine Hochschulreife
1712;4022;1;allgemeine Hochschulreife
1849;4022;2;allgemeine Hochschulreife
1358;4022;3;allgemeine Hochschulreife
1460;4022;2;allgemeine Hochschulreife
2523;4022;4;allgemeine Hochschulreife
1851;4022;3;allgemeine Hochschulreife
1153;4022;3;allgemeine Hochschulreife
122;4022;2;allgemeine Hochschulreife
2326;4023;2;allgemeine Hochschulreife
1819;4023;2;allgemeine Hochschulreife
1713;4023;2;allgemeine Hochschulreife
91;4027;;allgemeine Hochschulreife
2609;4027;2;allgemeine Hochschulreife
1968;4027;2;allgemeine Hochschulreife
1322;4027;2;allgemeine Hochschulreife
403;4027;2;allgemeine Hochschulreife
2552;4027;3;allgemeine Hochschulreife
817;4027;2;allgemeine Hochschulreife
2131;4024;3;allgemeine Hochschulreife
1384;4024;3;allgemeine Hochschulreife
615;4024;3;allgemeine Hochschulreife
2637;4024;2;allgemeine Hochschulreife
38;4024;2;allgemeine Hochschulreife
1364;4030;3;allgemeine Hochschulreife
751;4025;2;allgemeine Hochschulreife
113;4025;2;allgemeine Hochschulreife
178;4025;2;allgemeine Hochschulreife
1243;4027;3;allgemeine Hochschulreife
257;4025;2;allgemeine Hochschulreife
254;4025;2;allgemeine Hochschulreife
1155;4025;2;Fachhochschulreife
811;4025;2;allgemeine Hochschulreife
2063;4025;3;allgemeine Hochschulreife
463;4025;2;allgemeine Hochschulreife
83;4026;2;allgemeine Hochschulreife
673;4026;3;allgemeine Hochschulreife
1536;4026;4;allgemeine Hochschulreife
2220;4026;0;Studiengenehmigung (ohne Hochschulreife)
26;4026;3;allgemeine Hochschulreife
1159;4031;2;allgemeine Hochschulreife
2294;4026;2;allgemeine Hochschulreife
2486;4026;2;allgemeine Hochschulreife
2502;4026;3;allgemeine Hochschulreife
2271;4026;2;allgemeine Hochschulreife
2435;4026;2;allgemeine Hochschulreife
2274;4026;4;allgemeine Hochschulreife
1235;4026;2;allgemeine Hochschulreife
2497;4029;3;allgemeine Hochschulreife
1446;4027;3;allgemeine Hochschulreife
2681;4027;3;allgemeine Hochschulreife
2007;4027;2;allgemeine Hochschulreife
1705;4030;3;allgemeine Hochschulreife
2464;4028;2;allgemeine Hochschulreife
52;4028;3;allgemeine Hochschulreife
431;4028;3;allgemeine Hochschulreife
425;4029;2;allgemeine Hochschulreife
243;4029;2;allgemeine Hochschulreife
36;4029;2;allgemeine Hochschulreife
35;4029;2;allgemeine Hochschulreife
384;4030;2;allgemeine Hochschulreife
1059;4029;3;allgemeine Hochschulreife
773;4030;3;allgemeine Hochschulreife
1978;4029;3;allgemeine Hochschulreife
1870;4029;3;allgemeine Hochschulreife
981;4029;2;allgemeine Hochschulreife
1799;4029;2;allgemeine Hochschulreife
663;4030;2;allgemeine Hochschulreife
1769;4030;2;allgemeine Hochschulreife
2225;4030;2;allgemeine Hochschulreife
434;4030;0;Studiengenehmigung (ohne Hochschulreife)
1796;4030;3;allgemeine Hochschulreife
2087;4031;2;allgemeine Hochschulreife
1262;4031;3;allgemeine Hochschulreife
1813;4028;3;allgemeine Hochschulreife
1920;4028;2;allgemeine Hochschulreife
2282;4028;3;allgemeine Hochschulreife
2137;4028;3;allgemeine Hochschulreife
1673;4028;3;allgemeine Hochschulreife
641;4028;2;allgemeine Hochschulreife
2414;4028;3;allgemeine Hochschulreife
565;4028;3;allgemeine Hochschulreife
1801;4028;3;allgemeine Hochschulreife
5;4028;3;allgemeine Hochschulreife
809;4028;4;allgemeine Hochschulreife
1310;4028;3;allgemeine Hochschulreife
722;4028;;Studiengenehmigung (ohne Hochschulreife)
367;4028;;allgemeine Hochschulreife
622;4028;3;allgemeine Hochschulreife
286;4028;3;allgemeine Hochschulreife
2354;4034;4;allgemeine Hochschulreife
1064;4034;3;allgemeine Hochschulreife
499;4034;2;allgemeine Hochschulreife
998;4034;2;allgemeine Hochschulreife
2627;4034;2;allgemeine Hochschulreife
2124;4032;2;allgemeine Hochschulreife
589;4032;3;allgemeine Hochschulreife
1701;4032;3;allgemeine Hochschulreife
1440;4032;2;allgemeine Hochschulreife
2725;4032;3;allgemeine Hochschulreife
1999;4032;3;allgemeine Hochschulreife
2;4034;3;allgemeine Hochschulreife
1137;4036;2;allgemeine Hochschulreife
729;4036;3;allgemeine Hochschulreife
1601;4036;3;allgemeine Hochschulreife
861;4036;3;allgemeine Hochschulreife
291;4036;3;allgemeine Hochschulreife
123;4036;2;allgemeine Hochschulreife
1972;4036;1;Fachhochschulreife
1678;4035;2;allgemeine Hochschulreife
940;4035;1;allgemeine Hochschulreife
1803;4036;2;allgemeine Hochschulreife
1956;4033;1;allgemeine Hochschulreife
1427;4033;2;allgemeine Hochschulreife
133;4033;2;allgemeine Hochschulreife
598;4033;2;allgemeine Hochschulreife
372;4033;2;allgemeine Hochschulreife
512;4033;2;allgemeine Hochschulreife
1105;4033;2;allgemeine Hochschulreife
2281;4033;2;allgemeine Hochschulreife
1058;4033;3;Fachhochschulreife
1768;4033;2;allgemeine Hochschulreife
2134;4033;3;allgemeine Hochschulreife
1373;4033;2;allgemeine Hochschulreife
