Student_id;Wechsel;Abbruch;Durchschnittsnote;EndNote
2305;0;0;2.43;2.72
2306;0;0;2.49;0.00
2308;0;0;2.36;0.00
2309;0;0;2.18;2.09
2311;0;1;2.56;0.00
2314;0;1;2.79;0.00
2315;0;0;2.56;0.00
2316;0;0;2.08;2.04
2317;0;0;2.11;2.06
2318;0;0;2.77;0.00
2319;0;0;1.76;1.88
2320;0;1;0.00;0.00
2321;0;1;2.80;0.00
2322;0;1;2.48;0.00
2323;0;1;1.77;0.00
2324;0;1;2.01;0.00
2325;0;1;2.80;0.00
2326;0;0;1.61;1.31
2327;0;1;0.00;0.00
2328;0;1;3.30;0.00
2329;0;0;2.47;0.00
2331;0;0;2.50;0.00
2332;0;0;2.45;0.00
2333;0;0;2.22;2.11
2334;0;0;2.69;0.00
2335;0;0;2.09;2.05
2336;0;0;2.20;2.10
2337;0;1;2.38;0.00
2338;0;0;2.50;0.00
2340;0;1;0.00;0.00
2341;0;0;1.75;1.88
2343;0;0;2.41;0.00
2344;0;0;2.39;0.00
2345;0;1;2.14;0.00
2346;0;0;1.63;0.00
2348;0;0;0.00;0.00
2350;0;0;1.86;1.93
2351;0;0;2.41;2.21
2352;0;1;0.00;0.00
2353;0;1;0.00;0.00
2354;0;1;0.00;0.00
2355;0;0;2.69;0.00
2356;0;0;1.91;0.00
2358;0;0;2.30;0.00
2359;0;1;4.00;0.00
2360;0;1;1.87;0.00
2361;0;1;2.38;0.00
2362;0;1;2.15;0.00
2363;0;0;2.58;2.29
2365;0;0;1.93;1.97
2366;0;0;2.09;2.05
2367;0;1;2.80;0.00
2368;0;0;1.69;1.85
2369;0;0;2.83;0.00
2370;0;1;2.57;0.00
2371;0;0;2.45;0.00
2372;0;0;2.30;0.00
2374;0;1;2.67;0.00
2376;0;0;1.85;1.93
2377;0;0;2.45;2.23
2378;0;0;0.00;0.00
2379;0;0;1.82;1.91
2380;0;1;2.80;0.00
2381;0;0;1.55;1.28
2382;0;1;0.00;0.00
2383;0;0;2.55;2.28
2385;0;1;2.53;0.00
2388;0;1;2.39;0.00
2389;0;0;1.90;0.00
2391;0;1;0.00;0.00
2392;0;0;1.59;1.30
2393;0;1;0.00;0.00
2394;1;0;2.30;0.00
2395;0;0;1.57;1.79
2396;0;1;0.00;0.00
2397;0;0;2.47;2.74
2398;0;1;2.63;0.00
2399;0;0;2.80;0.00
2400;0;0;2.05;0.00
2401;0;0;1.55;1.28
2402;0;0;2.31;0.00
2403;0;0;0.00;0.00
2404;0;1;3.30;0.00
2405;0;0;1.94;1.97
2406;0;0;2.83;0.00
2407;0;0;0.00;0.00
2408;0;0;2.07;2.04
2409;0;1;1.84;0.00
2410;0;0;2.37;2.19
2411;0;0;1.75;0.00
2412;0;0;2.16;0.00
2413;1;0;2.58;2.79
2414;0;1;0.00;0.00
2415;0;1;3.53;0.00
2417;0;0;2.21;2.11
2419;0;0;2.17;0.00
2420;0;0;1.55;1.28
2421;0;1;3.12;0.00
2423;0;0;2.33;2.17
2424;0;1;0.00;0.00
2425;0;0;2.21;0.00
2426;0;0;1.55;0.00
2427;0;1;3.30;0.00
2428;0;1;0.00;0.00
2429;0;1;0.00;0.00
2430;0;0;2.17;2.09
2433;0;1;2.30;0.00
2435;0;1;2.41;0.00
2437;0;1;2.33;0.00
2438;0;1;2.97;0.00
2439;0;0;2.22;2.11
2440;0;0;1.65;1.33
2441;0;1;2.20;0.00
2442;0;0;0.00;0.00
2443;0;0;2.26;0.00
2446;0;0;3.15;0.00
2447;0;1;2.89;0.00
2448;0;0;1.97;1.99
2449;0;1;0.00;0.00
2450;0;1;1.60;0.00
2451;0;0;2.38;2.19
2452;0;0;2.55;0.00
2454;0;1;0.00;0.00
2455;0;0;2.55;2.28
2456;0;1;2.84;0.00
2458;0;0;1.88;1.94
2460;0;0;2.00;2.00
2461;0;0;2.47;0.00
2462;0;0;2.40;0.00
2463;0;0;1.80;0.00
2464;0;1;2.23;0.00
2465;0;0;1.34;1.17
2466;0;0;2.21;2.11
2467;0;1;0.00;0.00
2468;0;0;1.77;0.00
2469;0;0;1.66;1.83
2471;0;0;2.62;2.81
2472;0;1;0.00;0.00
2474;0;1;0.00;0.00
2475;0;1;2.30;0.00
2479;0;0;1.71;1.86
2480;0;0;2.06;2.03
2483;0;0;2.48;0.00
2484;0;1;1.97;0.00
2485;0;1;1.30;0.00
2486;0;1;2.80;0.00
2487;0;1;2.30;0.00
2488;0;0;1.55;1.28
2489;0;0;1.83;1.92
2490;0;0;2.28;0.00
2491;0;1;2.87;0.00
2492;0;1;3.08;0.00
2493;0;0;1.75;1.88
2494;0;0;2.69;0.00
2495;0;1;2.45;0.00
2496;0;0;2.23;2.12
2497;0;0;2.21;2.11
2498;0;1;2.65;0.00
2499;0;0;2.47;2.24
2500;0;0;1.86;1.93
2501;0;1;0.00;0.00
2502;0;0;2.29;2.15
2503;0;0;2.09;2.05
2504;0;1;2.60;0.00
2505;0;0;2.35;2.18
2506;0;1;1.70;0.00
2507;0;0;2.43;2.22
2508;0;0;2.10;0.00
2509;0;1;2.25;0.00
2510;0;1;0.00;0.00
2511;0;0;0.00;0.00
2512;0;0;1.81;1.91
2513;0;1;0.00;0.00
2514;0;0;1.77;0.00
2517;0;0;2.77;2.89
2518;0;0;1.37;1.19
2519;1;1;2.30;0.00
2520;0;0;1.57;0.00
2521;0;1;3.30;0.00
2522;0;1;0.00;0.00
2523;0;0;2.22;2.11
2524;0;0;2.20;2.10
2525;0;1;2.18;0.00
2526;0;1;2.30;0.00
2527;0;0;2.13;2.07
2528;0;0;1.36;1.18
2530;0;0;1.57;1.29
2531;0;0;2.06;0.00
2533;0;1;3.12;0.00
2534;0;0;2.23;2.12
2535;0;1;0.00;0.00
2536;0;0;2.08;2.04
2537;0;1;2.56;0.00
2539;0;1;2.50;0.00
2540;0;1;0.00;0.00
2542;0;0;2.18;0.00
2543;0;1;0.00;0.00
2544;0;1;2.58;0.00
2545;0;0;0.00;0.00
2546;0;1;2.30;0.00
2547;0;1;1.85;0.00
2548;0;1;1.85;0.00
2549;0;1;3.34;0.00
2550;0;0;1.97;1.99
2551;0;0;1.95;1.98
2552;0;1;2.45;0.00
2554;0;0;1.88;1.94
2555;0;0;1.94;1.97
2556;0;1;2.74;0.00
2557;0;1;2.90;0.00
2558;0;0;2.03;0.00
2559;0;0;2.64;0.00
2560;0;0;2.29;0.00
2561;0;1;2.30;0.00
2562;0;0;2.57;0.00
2563;0;1;2.00;0.00
2564;0;0;0.00;0.00
2565;0;1;2.97;0.00
2566;0;0;2.81;2.91
2567;0;0;2.49;0.00
2570;0;0;2.15;2.08
2571;0;1;2.64;0.00
2573;0;1;0.00;0.00
2574;0;1;2.12;0.00
2575;0;0;1.63;1.82
2577;0;1;2.00;0.00
2579;0;0;2.08;2.04
2580;0;1;3.17;0.00
2582;0;0;2.05;2.03
2583;0;1;2.48;0.00
2584;0;1;0.00;0.00
2585;0;0;1.67;0.00
2587;0;0;2.30;0.00
2588;0;1;3.30;0.00
2589;0;1;2.56;0.00
2591;0;0;2.19;0.00
2593;0;1;0.00;0.00
2597;0;1;2.63;0.00
2598;0;1;0.00;0.00
2600;0;0;1.98;1.99
2601;0;1;2.13;0.00
2602;0;0;1.86;1.93
2603;0;0;2.49;0.00
2604;0;0;2.04;0.00
2605;0;0;2.18;2.09
2606;0;0;2.08;2.04
2607;0;0;1.92;0.00
2608;0;0;2.66;2.83
2609;0;0;2.03;0.00
2610;0;1;1.97;0.00
2611;0;0;0.00;0.00
2612;0;0;2.18;2.09
2613;0;0;2.46;0.00
2615;0;0;2.61;0.00
2616;0;1;1.80;0.00
2617;0;1;0.00;0.00
2618;0;0;2.32;2.16
2619;0;0;2.34;0.00
2620;0;0;1.90;1.95
2621;0;0;1.83;1.92
2622;0;0;1.84;1.92
2623;0;0;2.61;2.81
2624;0;1;0.00;0.00
2625;0;0;2.36;0.00
2626;0;1;2.61;0.00
2627;0;0;1.85;0.00
2628;0;0;2.29;2.15
2629;1;0;2.10;2.05
2630;0;0;2.64;0.00
2632;0;1;0.00;0.00
2633;0;1;1.70;0.00
2635;0;1;2.43;0.00
2636;0;1;0.00;0.00
2637;0;0;2.85;2.93
2638;0;1;2.30;0.00
2639;0;1;2.31;0.00
2640;0;0;2.33;2.17
2641;0;0;1.93;1.97
2645;0;1;2.66;0.00
2646;0;1;2.23;0.00
2647;0;1;0.00;0.00
2648;0;1;0.00;0.00
2649;0;1;2.03;0.00
2650;0;1;1.43;0.00
2652;0;0;2.77;2.89
2653;0;1;2.53;0.00
2654;0;1;0.00;0.00
2655;0;1;0.00;0.00
2656;0;0;2.32;0.00
2657;0;0;0.00;0.00
2658;0;1;0.00;0.00
2661;0;0;2.81;0.00
2663;0;1;1.95;0.00
2664;0;0;2.26;2.13
2665;0;1;0.00;0.00
2667;0;1;0.00;0.00
2669;0;0;1.78;1.89
2670;0;0;1.73;1.87
2671;0;0;2.69;0.00
2672;0;0;1.56;0.00
2673;0;1;2.22;0.00
2674;0;0;2.54;2.27
2676;0;1;0.00;0.00
2678;0;0;2.17;0.00
2679;0;0;2.32;0.00
2680;0;1;1.77;0.00
2681;0;1;2.10;0.00
2682;0;0;1.95;0.00
2683;0;1;2.19;0.00
2684;0;1;0.00;0.00
2685;0;0;2.11;2.06
2686;0;0;2.49;2.25
2687;0;0;2.25;0.00
2688;0;1;3.30;0.00
2689;0;0;2.26;0.00
2690;0;0;1.49;0.00
2691;0;1;2.70;0.00
2692;0;0;1.40;1.20
2693;0;0;2.38;0.00
2694;0;0;0.00;0.00
2695;0;0;2.00;0.00
2696;0;1;2.58;0.00
2697;0;0;1.73;0.00
2698;0;0;2.36;0.00
2699;0;0;2.13;2.07
2700;0;0;2.13;2.07
2701;0;1;0.00;0.00
2702;0;1;2.38;0.00
2703;0;1;1.54;0.00
2704;0;1;0.00;0.00
2705;0;0;2.78;0.00
2706;0;0;1.57;1.29
2707;0;0;1.60;0.00
2709;0;1;0.00;0.00
2710;0;0;2.33;2.17
2711;0;1;0.00;0.00
2712;0;1;2.44;0.00
2713;0;1;1.93;0.00
2714;0;1;3.48;0.00
2715;0;1;2.30;0.00
2716;0;0;2.85;0.00
2717;0;0;2.64;2.82
2719;0;0;2.41;2.21
2720;0;0;2.50;0.00
2721;0;1;2.60;0.00
2722;0;0;2.22;2.11
2723;0;1;2.48;0.00
2724;0;0;2.16;2.08
2725;0;1;0.00;0.00
2726;0;1;2.62;0.00
2727;0;0;2.15;2.08
2730;0;1;1.86;0.00
2731;0;0;2.53;0.00
2732;0;1;2.30;0.00
2733;0;0;2.34;0.00
2734;0;0;1.81;1.91
2735;0;1;2.20;0.00
2736;0;1;1.90;0.00
2739;0;0;2.61;0.00
2740;0;1;2.07;0.00
2741;0;0;2.24;2.12
2742;0;0;2.23;2.12
2744;0;0;1.65;1.83
